Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ACHO","ACHO","Praha 4-Chodov","SPO.CZ_ACHOA_PM10_1410479","PM10","14.517500000","50.0302","300.0","m","urban","background","22/04/2016 00:00:00","","SAM.CZ_ACHOA_PM10_1410479","0.0","","0.0","","0.0","","","","Energy Industries","","","0","","","","","","","","","","","","","","","SPP.CZ_ACHOA_1410479","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ACHO","ACHO","Praha 4-Chodov","SPO.CZ_ACHOA_PM10_1410479","PM10","14.517500000","50.0302","300.0","m","urban","background","22/04/2016 00:00:00","","SAM.CZ_ACHOA_PM10_1410479","2.0","m","","","","","","","Energy Industries","","","0","","","","","","","","","","","","","","","SPP.CZ_ACHOA_1410479","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AHOL","AHOL","Praha 7-Holesovice","SPO.CZ_AHOLA_NO_1668643","NO","14.443700000","50.1088","185.0","m","urban","traffic","16/03/2021 00:00:00","","SAM.CZ_AHOLA_NO_1668643","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","","detached","hilly","100.0","","0.15","","","50","30000","SPP.CZ_AHOLA_1668643","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AHOL","AHOL","Praha 7-Holesovice","SPO.CZ_AHOLA_NO2_1668652","NO2","14.443700000","50.1088","185.0","m","urban","traffic","16/03/2021 00:00:00","","SAM.CZ_AHOLA_NO2_1668652","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","","detached","hilly","100.0","","0.15","","","50","30000","SPP.CZ_AHOLA_1668652","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AHOL","AHOL","Praha 7-Holesovice","SPO.CZ_AHOLA_NOx_1668661","NOX as NO2","14.443700000","50.1088","185.0","m","urban","traffic","16/03/2021 00:00:00","","SAM.CZ_AHOLA_NOx_1668661","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","","detached","hilly","100.0","","0.15","","","50","30000","SPP.CZ_AHOLA_1668661","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AHOL","AHOL","Praha 7-Holesovice","SPO.CZ_AHOLA_PM10_1668680","PM10","14.443700000","50.1088","185.0","m","urban","traffic","16/03/2021 00:00:00","","SAM.CZ_AHOLA_PM10_1668680","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","","detached","hilly","100.0","","0.15","","","50","30000","SPP.CZ_AHOLA_1668680","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AHOL","AHOL","Praha 7-Holesovice","SPO.CZ_AHOLA_PM2_5_1668670","PM2.5","14.443700000","50.1088","185.0","m","urban","traffic","16/03/2021 00:00:00","","SAM.CZ_AHOLA_PM2_5_1668670","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","","detached","hilly","100.0","","0.15","","","50","30000","SPP.CZ_AHOLA_1668670","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AHOL","AHOL","Praha 7-Holesovice","SPO.CZ_AHOLD_BZN_1670116","C6H6","14.443700000","50.1088","185.0","m","urban","traffic","12/02/2021 00:00:00","","SAM.CZ_AHOLD_BZN_1670116","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","","detached","hilly","100.0","","0.15","","","50","30000","SPP.CZ_AHOLD_1670116","","","passive","","","","","","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKAL","AKAL","Praha 8-Karlin","SPO.CZ_AKALA_NO_41239","NO","14.442000000","50.0942","203.0","m","urban","traffic","01/05/2004 00:00:00","","SAM.CZ_AKALA_NO_41239","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","detached","plane","150.0","","0.05","","","50","20000","SPP.CZ_AKALA_41239","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKAL","AKAL","Praha 8-Karlin","SPO.CZ_AKALA_NO2_41238","NO2","14.442000000","50.0942","203.0","m","urban","traffic","01/05/2004 00:00:00","","SAM.CZ_AKALA_NO2_41238","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","detached","plane","150.0","","0.05","","","50","20000","SPP.CZ_AKALA_41238","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKAL","AKAL","Praha 8-Karlin","SPO.CZ_AKALA_NOx_41237","NOX as NO2","14.442000000","50.0942","203.0","m","urban","traffic","01/05/2004 00:00:00","","SAM.CZ_AKALA_NOx_41237","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","detached","plane","150.0","","0.05","","","50","20000","SPP.CZ_AKALA_41237","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKAL","AKAL","Praha 8-Karlin","SPO.CZ_AKALA_PM10_41236","PM10","14.442000000","50.0942","203.0","m","urban","traffic","01/05/2004 00:00:00","","SAM.CZ_AKALA_PM10_41236","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","detached","plane","150.0","","0.05","","","50","20000","SPP.CZ_AKALA_41236","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKOB","AKOB","Praha 8-Kobylisy","SPO.CZ_AKOBA_NO_40307","NO","14.467600000","50.1222","269.0","m","suburban","background","01/01/2004 00:00:00","","SAM.CZ_AKOBA_NO_40307","2.0","m","","","","","","","Energy Industries","","","0","","","","","Praha","detached","hilly","","","","","","","","SPP.CZ_AKOBA_40307","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKOB","AKOB","Praha 8-Kobylisy","SPO.CZ_AKOBA_NO2_40308","NO2","14.467600000","50.1222","269.0","m","suburban","background","01/01/2004 00:00:00","","SAM.CZ_AKOBA_NO2_40308","2.0","m","","","","","","","Energy Industries","","","0","","","","","Praha","detached","hilly","","","","","","","","SPP.CZ_AKOBA_40308","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKOB","AKOB","Praha 8-Kobylisy","SPO.CZ_AKOBA_NOx_40310","NOX as NO2","14.467600000","50.1222","269.0","m","suburban","background","01/01/2004 00:00:00","","SAM.CZ_AKOBA_NOx_40310","2.0","m","","","","","","","Energy Industries","","","0","","","","","Praha","detached","hilly","","","","","","","","SPP.CZ_AKOBA_40310","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKOB","AKOB","Praha 8-Kobylisy","SPO.CZ_AKOBA_O3_40309","O3","14.467600000","50.1222","269.0","m","suburban","background","01/01/2004 00:00:00","","SAM.CZ_AKOBA_O3_40309","2.0","m","","","","","","","Energy Industries","","","0","","","","","Praha","detached","hilly","","","","","","","","SPP.CZ_AKOBA_40309","","","automatic","UV-P","","APIT300","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0AKOB","AKOB","Praha 8-Kobylisy","SPO.CZ_AKOBA_PM10_40311","PM10","14.467600000","50.1222","269.0","m","suburban","background","01/01/2004 00:00:00","","SAM.CZ_AKOBA_PM10_40311","2.0","m","","","","","","","Energy Industries","","","0","","","","","Praha","detached","hilly","","","","","","","","SPP.CZ_AKOBA_40311","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGA_CO_41158","CO","14.430700000","50.0724","219.0","m","urban","traffic","01/01/2004 00:00:00","","SAM.CZ_ALEGA_CO_41158","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGA_41158","","","automatic","NDIR","","APIT300","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGA_NO_41155","NO","14.430700000","50.0724","219.0","m","urban","traffic","01/01/2004 00:00:00","","SAM.CZ_ALEGA_NO_41155","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGA_41155","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGA_NO2_41157","NO2","14.430700000","50.0724","219.0","m","urban","traffic","01/01/2004 00:00:00","","SAM.CZ_ALEGA_NO2_41157","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGA_41157","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGA_NOx_41156","NOX as NO2","14.430700000","50.0724","219.0","m","urban","traffic","01/01/2004 00:00:00","","SAM.CZ_ALEGA_NOx_41156","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGA_41156","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGA_PM10_867416","PM10","14.430700000","50.0724","219.0","m","urban","traffic","19/02/2011 00:00:00","","SAM.CZ_ALEGA_PM10_867416","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGA_867416","","","automatic","OPC-CMC","","APIT100","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGA_PM2_5_867419","PM2.5","14.430700000","50.0724","219.0","m","urban","traffic","16/02/2011 00:00:00","","SAM.CZ_ALEGA_PM2_5_867419","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGA_867419","","","automatic","OPC-CMC","","APIT100","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGD_BZN_1022259","C6H6","14.430700000","50.0724","219.0","m","urban","traffic","02/01/2013 00:00:00","31/12/2015 23:59:59","SAM.CZ_ALEGD_BZN_1022259","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGD_1022259","","","passive","","","","","passiveadsorbent","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGD_BZN_1395985","C6H6","14.430700000","50.0724","219.0","m","urban","traffic","01/01/2016 00:00:00","","SAM.CZ_ALEGD_BZN_1395985","2.0","m","10.0","m","20.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGD_1395985","","","passive","","","","","","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0ALEG","ALEG","Praha 2-Legerova","SPO.CZ_ALEGD_BZN_1473275","C6H6","14.430700000","50.0724","219.0","m","urban","traffic","01/01/2016 00:00:00","","SAM.CZ_ALEGD_BZN_1473275","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Praha","canyon","hilly","20.0","","0.01","20.0","20.0","50","40000","SPP.CZ_ALEGD_1473275","","","passive","","","","","","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
